Positive	Negative	Text
1	-1	#Startrek
1	-1	#Stud-Life:
1	-1	#SundayShoutout.
1	-1	#Swine
1	-1	#Swineflu
1	-1	#Trackflashback:
1	-1	#TwitterTakeover
1	-1	#TwitterTaleover
1	-1	#UPSsucks
1	-1	#Ubuntu
1	-1	#Unisys.
1	-1	#Vancouver
1	-1	#VirtualKiss
1	-1	#WIN
1	-1	#Winnipeg
1	-1	#Y4IT
1	-1	#YEG
1	-1	#acen
1	-1	#adlounge
1	-1	#agile
1	-1	#all4web
1	-1	#amtarot
1	-1	#android
1	-1	#android,
1	-1	#antiboyle
1	-1	#aptw
1	-1	#asylm
1	-1	#asylum?
1	-1	#atltweet
1	-1	#audacious
1	-1	#autism
3	-1	#awesome
3	-1	#awesomeupdater
1	-1	#bacon
1	-1	#badmicrosoft
1	-1	#badoptus
1	-1	#barcampbkk3
1	-1	#baseball
1	-2	#battleground,
1	-1	#bcit
1	-1	#bea
1	-1	#beatweetup
1	-1	#beatwittyparty
1	-1	#beer
1	-1	#beta1
1	-1	#bgt
1	-1	#bgt.
1	-1	#bigfanfriday
1	-1	#bigweekend
1	-1	#bikeTO
1	-1	#blackhawks
1	-1	#boarding
1	-2	#boredboots
1	-1	#bowman
1	-1	#boy
1	-1	#brandwkshop
1	-1	#britainsgottalent
1	-1	#buckonellen
1	-1	#bush
1	-1	#caca
1	-1	#caca.
1	-1	#canada
1	-1	#canucks
1	-1	#cbd
1	-1	#ccnet
1	-1	#celtics
1	-1	#chicago
1	-1	#classy
1	-1	#clinton
1	-1	#closure,
1	-1	#cmon
1	-1	#coffeclub..?
1	-1	#coffeeclub
1	-1	#com125:
1	-1	#comet09
1	-1	#deadliestcatch
1	-2	#degenerate
1	-1	#dollhouse
1	-3	#dork
1	-2	#drunk_bowling
1	-1	#drupal.
1	-1	#dsds
1	-1	#early
1	-1	#ecomonday
1	-1	#edc
1	-1	#edumedia09
1	-1	#eq2
1	-1	#eurovision2009
1	-1	#euruko
1	-1	#euruko:
1	-1	#eyes
1	-1	#f1
1	-1	#f1.
1	-3	#fail
1	-1	#fartingloud
2	-1	#favoriteicecream
1	-1	#fb
1	-1	#feastfriday
1	-1	#ff
1	-1	#ff?
1	-1	#fieldnotes
1	-1	#fireflight
1	-1	#firefly
1	-1	#fixreplies
1	-1	#flash
1	-1	#flyertalk
1	-1	#flylady
1	-1	#fml
1	-1	#follow
1	-1	#followers:
1	-1	#followfriday
2	-1	#followfriday!
1	-1	#followfriday.
1	-1	#followfriday...i
1	-1	#followfridays
1	-1	#followillfriday
1	-2	#freakyfriday
1	-1	#freeagentapp
1	-1	#freehugs
1	-1	#frehleyfriday
1	-1	#friday
1	-1	#fridayfirehazzard
2	-1	#friendfail
1	-1	#frustraded
1	-1	#g1freaks
1	-1	#g4c09
1	-1	#geek
1	-1	#geeksonaplane
1	-1	#geocache
1	-1	#gfail
1	-1	#gmail.
1	-1	#gmail?
1	-1	#golf
1	-1	#goodnight
1	-1	#googledocs
1	-1	#grandrapids
1	-1	#gravity
1	-1	#haiku
1	-4	#heartbreak
1	-1	#hhrs
1	-1	#hollyoaks
1	-1	#homeless
1	-1	#hoppusday
1	-1	#hoppusday.......
1	-1	#humpthestump
1	-1	#iPhone
1	-1	#ia2009
1	-1	#iloveitwhen
1	-1	#ims09
1	-1	#insanedefaults
1	-1	#iphone
1	-1	#iphonedev
1	-1	#itsucks
1	-1	#ivealwayswantedtosay
1	-3	#jealous
1	-1	#jonasnewsongs
1	-1	#jonaswebcast
1	-1	#joomla
1	-1	#jrztwitterlunch
1	-1	#juddday
1	-1	#juddday,
1	-1	#justcause
1	-1	#justin
1	-1	#justsayin
1	-1	#kde
1	-1	#kitchenfire
1	-1	#liberty
1	-1	#liesboystell
1	-1	#liesgirlstell
1	-1	#liloven
1	-1	#linux
1	-1	#listening
1	-1	#lobster
1	-1	#logic
1	-1	#lostthegame
1	-1	#lupus
1	-1	#luto
1	-1	#magic
1	-1	#makerfaire
1	-1	#mamam
1	-1	#mamo
1	-1	#manics
1	-1	#mark
1	-1	#masterchef
1	-1	#maternalhealth
1	-1	#matternal
1	-1	#mattmccoy
1	-1	#melbourne
1	-1	#melo
1	-1	#meltingaway
1	-1	#metal
1	-1	#metaverseu
1	-1	#migraine
1	-1	#mikeywayday?
1	-1	#mini
1	-1	#misshimalready
1	-1	#mmot
1	-1	#momoTLV
1	-1	#monday
1	-1	#montezuma
1	-1	#mothersday
1	-1	#movie
1	-1	#mozconcept.
1	-1	#mtub
1	-1	#musicmonday
1	-1	#myweakness
1	-1	#myweawkness
1	-3	#nerdprom
1	-1	#nethack
1	-1	#nielsenpowermoms
1	-1	#noctweetup
1	-1	#nontweetinggirlfriend
1	-1	#ohnoyoudidnt
2	-1	#omgimpatient!
1	-1	#openhacklondon
1	-1	#oxteach
1	-1	#palin
1	-1	#palmpre
1	-1	#payingitforward
1	-1	#pens
1	-1	#pens...steigy...no
1	-1	#photofollows
1	-1	#photography
2	-1	#php!
1	-1	#pixiebob
1	-1	#poets
1	-1	#polaroid
1	-1	#primavera
1	-1	#primavera.
1	-1	#prism
1	-1	#pughugs,
1	-1	#queensland
1	-1	#quitsmokingdiary
1	-1	#rda2009cla
1	-1	#realitycheck
1	-2	#rebellioustwitwhoknowsacoolcatcook
2	-1	#redmango)lol
1	-1	#redsox
1	-2	#rip
1	-1	#roidweek
1	-1	#rrtheatre
1	-1	#rstats
1	-1	#run
1	-1	#s
1	-4	#sad
1	-1	#sadpanda
1	-1	#sanctuary
1	-3	#sarcasm
2	-1	#savechuck
1	-1	#sccr18
1	-1	#screengrab09.
1	-2	#senility
1	-1	#shadez
1	-1	#sharetub
1	-1	#shortcakefail
1	-1	#shotdrinksaturday
1	-1	#sigjeans
1	-1	#sleepdeprived.
1	-1	#snl...you've
1	-1	#socialmediatv
1	-1	#springtime
1	-1	#spymaster
1	-1	#star
1	-1	#starbucks
1	-1	#startrek
1	-1	#startrek.
1	-1	#starwars
1	-1	#starwarsday
1	-1	#starwarsday,
1	-1	#starwarswithaddedpants
1	-1	#steel
1	-1	#steviewonder
1	-1	#stickam
1	-1	#strategicClock
1	-1	#surlytween
1	-1	#swineflu
1	-1	#tcot
1	-1	#tdwp
1	-1	#textmate
1	-1	#thebeat.
1	-1	#thedailyshow
1	-1	#thingsmummysaid
1	-1	#tits
1	-1	#tmobile
1	-1	#todo
1	-1	#togs
1	-1	#tpt
1	-1	#twappy
1	-2	#twat
1	-1	#tweetb4Ueat
1	-1	#tweetbud
1	-1	#twitip
1	-1	#twitter
1	-1	#twitterfails
1	-1	#twpp
1	-1	#twtvite
1	-1	#ubook
1	-1	#uds
1	-1	#ukpubs
1	-1	#underbelly
1	-1	#vancouver
1	-1	#vegas
1	-1	#verticalchinese
1	-1	#visialvoicemail
1	-1	#warisfucked
1	-1	#warmfuzzies
1	-1	#wcm
1	-1	#weathermenRneverright
1	-1	#webdu
1	-1	#whateverworks
1	-1	#whatshappening
1	-1	#whcd
1	-1	#wheniwerealad
1	-1	#whuffaoke
1	-1	#whyareyoustillhere
1	-1	#wieters
1	-1	#windows7
1	-1	#wine
3	-1	#wow
1	-1	#xmen.
1	-1	#yayschoolisout
1	-1	#yeg
1	-1	#yegtransit
1	-1	#yoga
1	-1	#youregreat
1	-1	#yourock
1	-1	#zenjar
1	-1	#zeropoint.IT
1	-1	$
2	-1	$!
2	-1	$#@!
2	-1	$#@&amp;!!!
1	-1	$$
1	-1	$$$
2	-1	$$$$$
1	-1	$$$.
1	-1	$$$....
1	-1	$$.
1	-1	$$..
1	-1	$$s
2	-1	$%$#@!!!!
1	-1	$,
1	-1	$1
1	-1	$10
1	-1	$10,
1	-1	$10,000
1	-1	$100
1	-1	$100,
1	-1	$100.
1	-1	$1000
1	-1	$1000.
1	-1	$11
2	-1	$1100!
1	-1	$12
1	-1	$14
1	-1	$14.88..
1	-1	$145...
1	-1	$16
1	-1	$160
1	-1	$180
2	-1	$198!
1	-1	$1million.
1	-1	$2
1	-1	$2.75.
1	-1	$20
1	-1	$20.
1	-1	$20.00
1	-1	$200
1	-1	$200,
3	-1	$20000000!
1	-1	$24.3
1	-1	$25
1	-1	$2888mo
1	-1	$2k...
1	-1	$30
1	-1	$300
1	-1	$300,
1	-1	$31
1	-1	$35
1	-1	$35.00
1	-1	$38
1	-1	$4
1	-1	$4.38
1	-1	$40
1	-1	$400
1	-1	$45
1	-1	$460
1	-1	$47
1	-1	$5
1	-1	$5.30.
1	-1	$50
1	-1	$500
1	-1	$590
1	-1	$599
1	-1	$5k
1	-1	$60
1	-1	$60,000
1	-1	$613.22
1	-1	$7
1	-1	$70.
1	-1	$78.95
1	-1	$8
1	-1	$8.00
1	-1	$80
2	-1	$80!
1	-1	$900
1	-1	$95
1	-1	$99USD
1	-1	$DNDN
1	-1	$RF
2	-1	$chooooL
1	-1	$nem
1	-1	$teph&lt;3
1	-1	%
2	-1	%$&amp;!
1	-1	&amp;
1	-1	&amp;$25
1	-1	&amp;&amp;
1	-1	&amp;&amp;&amp;
1	-1	&amp;&amp;.
1	-1	&amp;&amp;the
1	-1	&amp;*#&amp;
1	-1	&amp;,
2	-1	&amp;0hhh
1	-1	&amp;I
1	-1	&amp;Win7
1	-1	&amp;aha
1	-1	&amp;i
1	-1	&amp;i'll
1	-1	&amp;more
1	-1	&amp;no
1	-1	&amp;not
1	-1	&amp;whoever
1	-1	&gt;
1	-1	&gt;$2000.
1	-1	&gt;&gt;
1	-1	&gt;&gt;Why
1	-1	&gt;&lt;
1	-1	&gt;.&gt;
1	-1	&gt;.&gt;.
1	-1	&gt;.&lt;
1	-1	&gt;.&lt;.
1	-1	&gt;140
1	-1	&gt;90mph
1	-1	&gt;:-|
1	-1	&gt;:O
1	-1	&gt;:]
1	-1	&gt;;(
1	-1	&gt;=(
1	-1	&gt;=[
1	-1	&gt;[_()\/3
1	-1	&gt;_&gt;
1	-1	&gt;_&lt;
1	-1	&gt;list
1	-1	&lt;
1	-1	&lt;&lt;
1	-1	&lt;&lt;&lt;
1	-1	&lt;&lt;have
1	-1	&lt;('-')&gt;
1	-1	&lt;-
1	-1	&lt;-&gt;
1	-1	&lt;--
1	-1	&lt;---
1	-1	&lt;-----------
1	-2	&lt;-----bored
1	-1	&lt;--One
1	-1	&lt;--has
1	-1	&lt;-almost
1	-1	&lt;/3
1	-1	&lt;/3...my
1	-3	&lt;/whine&gt;
1	-1	&lt;1
1	-1	&lt;3
1	-1	&lt;3&lt;3
1	-1	&lt;3'd
1	-1	&lt;3.
1	-1	&lt;33
1	-1	&lt;333
2	-1	&lt;333!
2	-1	&lt;3333
2	-1	&lt;33333
2	-1	&lt;333333333
2	-1	&lt;33333333333
1	-1	&lt;33]
1	-1	&lt;3Lin-Man
1	-1	&lt;3Pennie
1	-1	&lt;:Baby
1	-1	&lt;=====8@8=====&gt;
1	-1	&lt;Jx&gt;
1	-1	&lt;_&lt;
1	-3	&lt;cries&gt;
1	-1	&lt;emo&gt;Life's
1	-1	&lt;i&gt;Waiting
1	-1	&lt;never
1	-1	&lt;sigh&gt;
1	-1	&lt;ufc&gt;
1	-1	&quot;
1	-1	&quot;...you'll
1	-1	&quot;/
1	-1	&quot;28
1	-1	&quot;@&quot;
1	-1	&quot;@lordmitchnz
1	-1	&quot;@thecraftpantry.com&quot;
1	-1	&quot;@tracecyrus&quot;have
1	-1	&quot;A
2	-1	&quot;AAARRRGGGGHHH&quot;
2	-1	&quot;Aaaaiieee&quot;
1	-1	&quot;Action&quot;
1	-1	&quot;All
1	-1	&quot;Amazing&quot;.
1	-1	&quot;And
1	-1	&quot;Away&quot;
1	-1	&quot;B&quot;
1	-1	&quot;Bad
1	-1	&quot;Ballistic
1	-1	&quot;Baseball
1	-1	&quot;Because
1	-1	&quot;Bette
1	-1	&quot;Big
1	-1	&quot;Bones&quot;
1	-1	&quot;Boys
1	-1	&quot;Brides
1	-1	&quot;Buinne&quot;
1	-1	&quot;California&quot;
1	-1	&quot;Cameron&quot;,
1	-1	&quot;Can't
1	-1	&quot;Casual&quot;
1	-1	&quot;Catch
1	-1	&quot;Cause
1	-1	&quot;Completely
1	-1	&quot;Congrats
1	-1	&quot;D&quot;
1	-1	&quot;Damn
1	-1	&quot;David
1	-1	&quot;Digestif.&quot;
1	-1	&quot;Dinero
1	-1	&quot;Disease&quot;
1	-1	&quot;Do
1	-1	&quot;Don't
1	-1	&quot;Drag
1	-1	&quot;Eat
1	-1	&quot;Ed&quot;
1	-1	&quot;ElDonS@very_cool_domain&quot;,
1	-1	&quot;English
1	-1	&quot;Ever
1	-1	&quot;Everyone
1	-1	&quot;F***
1	-1	&quot;Falling
1	-1	&quot;Final
1	-1	&quot;Follow
1	-1	&quot;FoodStats&quot;:
1	-1	&quot;Friends
1	-1	&quot;From
1	-1	&quot;GIVE
2	-1	&quot;GOOD&quot;
1	-1	&quot;GRAPE
1	-1	&quot;Gears
1	-1	&quot;Good
1	-1	&quot;Goodbye&quot;
1	-1	&quot;Grab&quot;
1	-1	&quot;Grace&quot;
1	-1	&quot;Grease
1	-1	&quot;Grins&quot;
1	-1	&quot;H1N1&quot;,
1	-2	&quot;HANG-TIME&quot;
1	-1	&quot;HUGE&quot;
1	-1	&quot;Happy
1	-1	&quot;He
1	-1	&quot;Healthy
1	-1	&quot;Help&quot;
1	-1	&quot;Hey
1	-1	&quot;Hiide
1	-1	&quot;Homebound&quot;
2	-1	&quot;Hostage&quot;!
1	-1	&quot;How
1	-1	&quot;I
1	-1	&quot;I&quot;
1	-1	&quot;I'll
1	-1	&quot;I'm
1	-1	&quot;IN&quot;
1	-1	&quot;If
2	-1	&quot;Imput!
1	-1	&quot;Isn't
1	-1	&quot;It
1	-1	&quot;It's
1	-1	&quot;Its
1	-1	&quot;Jackass
1	-1	&quot;Jake
1	-1	&quot;Judicial
1	-1	&quot;Just
1	-1	&quot;Keith&quot;
1	-1	&quot;Kind
1	-1	&quot;Knowing&quot;
1	-4	&quot;LAME!&quot;
2	-1	&quot;LOL&quot;
2	-1	&quot;LOLOL
1	-1	&quot;La
1	-1	&quot;Last
1	-1	&quot;Let
1	-1	&quot;Lights
1	-1	&quot;Live
1	-1	&quot;Look
1	-1	&quot;Lydia&quot;,
1	-1	&quot;Maggie
1	-1	&quot;Manasellaam
1	-1	&quot;May
1	-1	&quot;Migrate&quot;
1	-1	&quot;Milk&quot;...
1	-1	&quot;Mine
1	-1	&quot;Misery
1	-1	&quot;Mom
1	-1	&quot;Monarchy&quot;
1	-1	&quot;Mother
1	-1	&quot;My
1	-1	&quot;N&quot;
1	-1	&quot;NAPPY&quot;
1	-1	&quot;NAPPY'S&quot;
1	-1	&quot;Name
1	-1	&quot;Nazi
1	-1	&quot;Never
1	-1	&quot;No
1	-1	&quot;Nokia
1	-1	&quot;Now
1	-1	&quot;Ooh-ooh...
1	-1	&quot;Operation
1	-1	&quot;P.S.
1	-1	&quot;PACKING&quot;
1	-1	&quot;Pacman&quot;
1	-1	&quot;Papa
1	-1	&quot;Paparazzi&quot;...
1	-1	&quot;Peep
1	-1	&quot;Perfect
1	-1	&quot;Pride
1	-1	&quot;Puke
1	-1	&quot;Pygmy&quot;
1	-1	&quot;Questionning
1	-1	&quot;Quirky
1	-1	&quot;RETURN
3	-1	&quot;ROFL.
1	-1	&quot;Raindrops&quot;...that's
1	-1	&quot;Ravenclaw&quot;
1	-1	&quot;Relay
1	-1	&quot;Remember
1	-1	&quot;Restoration
1	-1	&quot;Retail
1	-1	&quot;Return
1	-1	&quot;Reventï¿½n
1	-1	&quot;RocknRolla&quot;
1	-1	&quot;Role
1	-1	&quot;SLAB&quot;
1	-1	&quot;Say
1	-1	&quot;Selfish&quot;
1	-1	&quot;Serious
1	-1	&quot;Shaking
1	-1	&quot;Shattered&quot;
1	-1	&quot;She
1	-1	&quot;Shine&quot;
1	-1	&quot;Short
1	-1	&quot;Shut
1	-1	&quot;Sicko&quot;
1	-1	&quot;So
1	-1	&quot;Some
1	-1	&quot;Something
1	-1	&quot;Songs
1	-1	&quot;Sounds
1	-1	&quot;Spock.&quot;
1	-1	&quot;Star
1	-1	&quot;Steel
1	-1	&quot;Still
1	-1	&quot;Stop
1	-1	&quot;Student
1	-1	&quot;Summer-time&quot;
1	-1	&quot;TELL
1	-1	&quot;TWEET
1	-1	&quot;Thanks
1	-1	&quot;Thanks&quot;
1	-1	&quot;That
1	-1	&quot;That's
1	-1	&quot;The
1	-1	&quot;TheStrat@very_cool_domain&quot;
1	-1	&quot;Then
1	-1	&quot;Thick
1	-1	&quot;This
1	-1	&quot;Too
1	-1	&quot;Tour
1	-1	&quot;Tru
1	-1	&quot;Turning
1	-1	&quot;Twilight
1	-1	&quot;Twilight&quot;
1	-1	&quot;Twitter&quot;
1	-1	&quot;UP&quot;
1	-1	&quot;URBAN&quot;
1	-1	&quot;US
1	-1	&quot;Unity&quot;-mode.
1	-1	&quot;Up&quot;
1	-1	&quot;Up&quot;...yeah
1	-1	&quot;User
1	-1	&quot;Utrecht
1	-1	&quot;VISION
1	-1	&quot;Vampire
1	-1	&quot;Viewers
2	-1	&quot;WELCOME&quot;
1	-1	&quot;WHAT
1	-1	&quot;Wait,
1	-1	&quot;Wall
1	-1	&quot;We
1	-1	&quot;We're
1	-1	&quot;What's
1	-1	&quot;Who
1	-1	&quot;Whoore
1	-1	&quot;Why
1	-1	&quot;Wolverine&quot;
2	-1	&quot;X&quot;
1	-1	&quot;Yo
1	-1	&quot;You
1	-1	&quot;Your
1	-1	&quot;]
1	-1	&quot;a
1	-1	&quot;acura
4	-1	&quot;adorable&quot;
1	-1	&quot;after&quot;
1	-1	&quot;again&quot;
1	-1	&quot;ah
1	-1	&quot;ahi
1	-1	&quot;alternate
1	-1	&quot;and
1	-3	&quot;annoying&quot;
1	-1	&quot;any
1	-2	&quot;arguing&quot;
1	-1	&quot;arrest
1	-1	&quot;at
1	-1	&quot;authenticating&quot;.
1	-2	&quot;bad
1	-2	&quot;battle
1	-1	&quot;bawas
1	-1	&quot;be
1	-1	&quot;before-bed
2	-1	&quot;best&quot;
1	-1	&quot;bird
1	-2	&quot;bitch&quot;
1	-1	&quot;bites&quot;.
1	-1	&quot;blowin
1	-1	&quot;boonies&quot;
1	-1	&quot;botts&quot;
1	-1	&quot;boy&quot;
1	-1	&quot;breathless&quot;
1	-1	&quot;busy&quot;
1	-1	&quot;butoane&quot;
1	-1	&quot;butteflies
1	-1	&quot;buy
1	-1	&quot;cassoulet&quot;
1	-1	&quot;cat
1	-1	&quot;cater
1	-1	&quot;change&quot;.
1	-1	&quot;cheescake??&quot;
1	-1	&quot;clothes
1	-1	&quot;colorblind&quot;.
1	-1	&quot;come
1	-1	&quot;comp
1	-1	&quot;confirmed&quot;
1	-1	&quot;connected&quot;
2	-1	&quot;cool&quot;
2	-1	&quot;cool&quot;.
1	-3	&quot;crap
1	-1	&quot;crikey&quot;
1	-2	&quot;cross-cloud&quot;
1	-1	&quot;crumpin'34
1	-2	&quot;crush&quot;
2	-1	&quot;cute
1	-1	&quot;daft
1	-2	&quot;damn
1	-3	&quot;damn&quot;!!!
1	-1	&quot;date&quot;
1	-1	&quot;did
1	-1	&quot;diets&quot;
1	-1	&quot;do
1	-1	&quot;done&quot;
1	-1	&quot;donnie
1	-1	&quot;dont
1	-2	&quot;drag
1	-1	&quot;dream
1	-1	&quot;drink
1	-1	&quot;dude.
1	-1	&quot;duh&quot;
1	-1	&quot;early&quot;
1	-1	&quot;easy
1	-1	&quot;effort&quot;
1	-2	&quot;emergency&quot;
1	-1	&quot;engagement
1	-1	&quot;eww,
1	-1	&quot;expecting&quot;
1	-1	&quot;experience&quot;
1	-1	&quot;extra
1	-1	&quot;facetious&quot;
1	-1	&quot;faves&quot;
1	-1	&quot;find
3	-1	&quot;fine
1	-1	&quot;first
1	-1	&quot;following&quot;
1	-1	&quot;former
1	-1	&quot;found&quot;
1	-1	&quot;freedom&quot;.
1	-1	&quot;fried&quot;
2	-1	&quot;friend&quot;
2	-1	&quot;friends&quot;
1	-1	&quot;fruit
1	-3	&quot;fuck
1	-3	&quot;fucker&quot;
1	-1	&quot;full
2	-1	&quot;fun&quot;
1	-1	&quot;gang
1	-1	&quot;getting
1	-1	&quot;girls&quot;
1	-1	&quot;go&quot;
2	-1	&quot;good
2	-1	&quot;good&quot;
1	-1	&quot;got&quot;
1	-1	&quot;goth&quot;
3	-1	&quot;grace
1	-1	&quot;green&quot;.
1	-1	&quot;green.&quot;
1	-1	&quot;groovy
1	-1	&quot;ground
1	-1	&quot;group
1	-1	&quot;habit&quot;
3	-1	&quot;happiness
2	-1	&quot;happy
1	-1	&quot;he'd&quot;
1	-1	&quot;he's
1	-1	&quot;help
1	-1	&quot;help&quot;
2	-1	&quot;hey
1	-1	&quot;him&quot;
1	-1	&quot;his
1	-1	&quot;his&quot;
1	-1	&quot;home-town
1	-1	&quot;how
1	-1	&quot;i
1	-1	&quot;i'll
1	-1	&quot;if
1	-1	&quot;im
1	-1	&quot;internet
1	-1	&quot;iris&quot;
1	-1	&quot;it's
1	-1	&quot;job&quot;
1	-1	&quot;jump
1	-1	&quot;just-baked&quot;
1	-1	&quot;keep
1	-1	&quot;kiddie
1	-1	&quot;kids&quot;
2	-1	&quot;kind
1	-1	&quot;king
1	-1	&quot;know&quot;
1	-1	&quot;la
1	-1	&quot;leave
1	-1	&quot;legally&quot;
2	-1	&quot;like&quot;
1	-1	&quot;live
1	-1	&quot;locked
2	-1	&quot;lol&quot;,
1	-1	&quot;long
1	-1	&quot;magnetism
1	-1	&quot;mama&quot;
1	-1	&quot;may
1	-1	&quot;media
1	-1	&quot;medical&quot;
1	-1	&quot;might
1	-1	&quot;milk&quot;
2	-2	&quot;miss
1	-1	&quot;mom,
1	-1	&quot;monica&quot;
1	-1	&quot;more&quot;
1	-1	&quot;mr.&quot;
1	-1	&quot;mum&quot;
1	-1	&quot;must
1	-1	&quot;mustache&quot;
1	-1	&quot;my
1	-1	&quot;native
1	-1	&quot;never
1	-1	&quot;new
1	-1	&quot;nite-out&quot;.
1	-1	&quot;no
1	-1	&quot;not
1	-1	&quot;nothing
1	-1	&quot;nothing&quot;
1	-1	&quot;now
1	-1	&quot;nudge&quot;
1	-1	&quot;observationally
1	-1	&quot;off&quot;
1	-1	&quot;oh
1	-1	&quot;opportinists&quot;
1	-1	&quot;out-of-nowhere&quot;
1	-1	&quot;painting&quot;
4	-1	&quot;paradise
1	-1	&quot;partner&quot;
1	-1	&quot;pelzer
2	-1	&quot;perfect
1	-1	&quot;phlegmily
1	-1	&quot;picky&quot;
1	-1	&quot;poise&quot;
1	-1	&quot;pop-up
1	-2	&quot;problem&quot;
1	-2	&quot;promiscuous
1	-1	&quot;purple
1	-1	&quot;quadratic
1	-1	&quot;quite
1	-2	&quot;racism
1	-1	&quot;real
1	-1	&quot;real&quot;
1	-1	&quot;recovering&quot;
1	-1	&quot;reply
1	-1	&quot;responsibility&quot;
1	-2	&quot;rogue
1	-1	&quot;rules&quot;
1	-1	&quot;sack
1	-1	&quot;sanctity&quot;
1	-3	&quot;sarcastic.&quot;
2	-1	&quot;save
1	-1	&quot;school&quot;
1	-1	&quot;schweigi@very_cool_domain&quot;
1	-1	&quot;seductively&quot;
1	-1	&quot;see
1	-1	&quot;sex
1	-1	&quot;shattered&quot;
1	-1	&quot;sheesh
1	-1	&quot;shipping
1	-1	&quot;short
1	-1	&quot;short&quot;
1	-1	&quot;shut
1	-1	&quot;sigueee&quot;
1	-1	&quot;sl.se&quot;
1	-1	&quot;slice
1	-1	&quot;small
1	-2	&quot;smash
1	-1	&quot;so
1	-1	&quot;sombody's
1	-1	&quot;sometime
1	-1	&quot;somewhere&quot;
1	-2	&quot;stabalise&quot;
1	-1	&quot;stay
1	-1	&quot;stopping
1	-1	&quot;strange
1	-1	&quot;stunnerbum&quot;
1	-1	&quot;stunningly
1	-2	&quot;stupid
1	-1	&quot;subject
1	-1	&quot;suicides&quot;
1	-1	&quot;suit&quot;
3	-1	&quot;super
1	-1	&quot;suprised&quot;
1	-1	&quot;sushi&quot;
2	-1	&quot;sweets&quot;,
1	-1	&quot;t-bag&quot;
1	-1	&quot;team&quot;
2	-1	&quot;thank
1	-1	&quot;that
1	-1	&quot;the
1	-1	&quot;thehannabeth:
1	-1	&quot;they&quot;
1	-1	&quot;this
1	-1	&quot;thought&quot;
1	-1	&quot;tiger&quot;
1	-1	&quot;time
1	-1	&quot;to
1	-1	&quot;together&quot;.
1	-1	&quot;touch&quot;
1	-1	&quot;travelling
1	-1	&quot;trying
1	-1	&quot;tune
